name,url,rating,difficulty,language,tema,subtema
device-based models with tensorflow lite,https://coursera.org/learn/device-based-models-tensorflow,4.5,intermediate level,en,computer science, software development
securing investment returns in the long run,https://coursera.org/learn/investment-returns-long-run,4.7,none,en,business, finance
motion planning for self-driving cars,https://coursera.org/learn/motion-planning-self-driving-cars,4.8,advanced level,en,computer science, software development
administración financiera y su función en la empresa,https://coursera.org/learn/admonfinanciera,4.8,intermediate level,es,business, finance
entrepreneurial strategic management,https://coursera.org/learn/entrepreneurial-strategic-management,4.4,none,ro,business, entrepreneurship
sistemas operativos y tú: convertirse en un usuario avanzado,https://coursera.org/learn/sistemas-operativos,4.9,beginner level,es,information technology, support and operations
я говорю по-русски/ i speak russian,https://coursera.org/learn/ya-govoryu-po-russki,4.7,intermediate level,ru,language learning, other languages
introduction to cisco networking,https://coursera.org/learn/cisco-networking-introduction,4.8,beginner level,en,information technology, networking
an introduction to consumer neuroscience & neuromarketing,https://coursera.org/learn/neuromarketing,4.7,beginner level,en,business, leadership and management
privacy law and hipaa,https://coursera.org/learn/privacy-law-hipaa,4.7,none,en,business, business essentials
essential cloud infrastructure: core services em português brasileiro,https://coursera.org/learn/gcp-infrastructure-core-services-br,4.9,intermediate level,pt,information technology, cloud computing
the bilingual brain,https://coursera.org/learn/bilingual,4.6,none,en,health, psychology
data structures and algorithms (iii),https://coursera.org/learn/data-structures-algorithms-3,4.7,intermediate level,en,computer science, algorithms
la solución del conflicto ético,https://coursera.org/learn/etica,4.6,none,es,health, public health
graphic design,https://coursera.org/learn/presentation-design,4.7,beginner level,en,business, business essentials
"cloud computing concepts, part 1",https://coursera.org/learn/cloud-computing,4.5,beginner level,en,computer science, algorithms
the horse course: introduction to basic care and management,https://coursera.org/learn/horse-care,4.9,none,en,health, animal health
manufacturing process with autodesk fusion 360,https://coursera.org/learn/manufacturing-process-fusion-360,4.5,advanced level,en,physical science and engineering, mechanical engineering
fitting statistical models to data with python,https://coursera.org/learn/fitting-statistical-models-data-python,4.4,intermediate level,en,data science, probability and statistics
introduction to ios app development with swift 5,https://coursera.org/learn/ios-app-development-swift-5,4.6,intermediate level,en,computer science, software development
gestão para a aprendizagem: módulo gestão estratégica,https://coursera.org/learn/gestao-escolar,4.7,none,pt,social sciences, education
relational database systems,https://coursera.org/learn/relational-database,4,intermediate level,en,data science, data analysis
responsive web design,https://coursera.org/learn/responsive-web-design,4.6,none,en,computer science, mobile and web development
accounting for decision making,https://coursera.org/learn/accounting,4.8,intermediate level,en,business, finance
welcome to game theory,https://coursera.org/learn/game-theory-introduction,4.7,beginner level,en,social sciences, economics
inglés empresarial: proyecto final,https://coursera.org/learn/ingles-empresarial-proyecto,4.5,none,es,language learning, learning english
high level biocontainment for healthcare facilities,https://coursera.org/learn/biocontainment,4.6,intermediate level,en,health, public health
security and privacy for big data - part 1,https://coursera.org/learn/security-privacy-big-data,4.7,beginner level,en,information technology, security
databases and sql for data science,https://coursera.org/learn/sql-data-science,4.7,beginner level,en,data science, data analysis
the sun and the total eclipse of august 2017,https://coursera.org/learn/eclipse,4.6,beginner level,en,physical science and engineering, physics and astronomy
chinese for hsk 6,https://coursera.org/learn/chinese-for-hsk-6,4.7,advanced level,en,language learning, other languages
business analytics and digital media,https://coursera.org/learn/business-analytics,4.2,beginner level,en,data science, data analysis
анализ данных: финальный проект,https://coursera.org/learn/data-analysis-project,4.7,advanced level,ru,data science, data analysis
introduction to reproduction,https://coursera.org/learn/reproductive-health,4.6,none,en,health, basic science
reliable cloud infrastructure: design and process em português brasileiro,https://coursera.org/learn/cloud-infrastructure-design-process-br,5,intermediate level,pt,information technology, cloud computing
content strategy for professionals: managing content,https://coursera.org/learn/content-management-strategy,4.6,none,en,business, marketing
advanced grammar & punctuation project,https://coursera.org/learn/advanced-grammar-project,4.3,advanced level,en,language learning, learning english
health care delivery in healthcare organizations,https://coursera.org/learn/healthcare-delivery-in-healthcare-organizations,4.6,beginner level,en,health, healthcare management
foundations of teaching for learning capstone: the reflective practitioner,https://coursera.org/learn/teaching-capstone,4.3,none,en,social sciences, education
marketing: customer needs and wants,https://coursera.org/learn/marketing-customers,4.4,none,en,business, business strategy
"modern robotics, course 2:  robot kinematics",https://coursera.org/learn/modernrobotics-course2,4.9,intermediate level,en,physical science and engineering, mechanical engineering
"corrección, estilo y  variaciones de la lengua española",https://coursera.org/learn/correccion-estilo-variaciones,4.6,beginner level,es,language learning, other languages
introduction to operations management,https://coursera.org/learn/wharton-operations,4.5,none,en,business, leadership and management
desarrollo de aplicaciones web: conceptos básicos,https://coursera.org/learn/aplicaciones-web,4.5,none,es,computer science, mobile and web development
"high performance collaboration: leadership, teamwork, and negotiation",https://coursera.org/learn/leadership-collaboration,4.8,none,en,business, leadership and management
industrial iot on google cloud platform,https://coursera.org/learn/iiot-google-cloud-platform,4.6,beginner level,en,computer science, software development
cultural and creative industries,https://coursera.org/learn/cultural-creative-industries,4.2,none,en,arts and humanities, history
introduction to corporate finance,https://coursera.org/learn/wharton-finance,4.6,none,en,business, finance
cryptography: boolean functions and related problems,https://coursera.org/learn/cryptography-boolean-functions,4.7,advanced level,en,information technology, security
introducción al estudio de los bienes comunes,https://coursera.org/learn/estudio-bienes-comunes,4.8,beginner level,es,social sciences, governance and society
corporate strategy,https://coursera.org/learn/corporatestrategy,4.8,beginner level,en,business, business strategy
moralities of everyday life,https://coursera.org/learn/moralities,4.8,none,en,health, psychology
digital transformation,https://coursera.org/learn/bcg-uva-darden-digital-transformation,4.8,beginner level,en,business, leadership and management
confronting the big questions: highlights of modern astronomy,https://coursera.org/learn/astronomy,4.6,none,en,physical science and engineering, physics and astronomy
limpact investing : innover,https://coursera.org/learn/impactinvestinginnover,4.6,none,en,business, entrepreneurship
global sustainability and corporate social responsibility: be sustainable,https://coursera.org/learn/global-sustainability-be-sustainable,4.8,beginner level,en,business, business strategy
liderazgo instruccional: perspectiva global y prácticas locales,https://coursera.org/learn/liderazgo-educativo,4.7,none,es,personal development, personal development
the fundamentals of hotel distribution,https://coursera.org/learn/hotel-distribution,4.7,none,en,business, business strategy
training and learning programs for volunteer community health workers,https://coursera.org/learn/commhealthworkers,4.9,beginner level,en,health, public health
teaching popular music in the classroom,https://coursera.org/learn/teaching-popular-music,4.7,intermediate level,en,social sciences, education
the cycle: management of successful arts and cultural organizations,https://coursera.org/learn/the-cycle,4.8,beginner level,en,arts and humanities, music and art
feature engineering,https://coursera.org/learn/feature-engineering,4.5,intermediate level,en,data science, machine learning
inequality and democracy,https://coursera.org/learn/inequality-and-democracy,4.7,beginner level,en,arts and humanities, philosophy
discrete math and analyzing social graphs,https://coursera.org/learn/discrete-math-and-analyzing-social-graphs,4.8,none,en,math and logic, math and logic
emergent phenomena in science and everyday life,https://coursera.org/learn/emergent-phenomena,4.3,none,en,physical science and engineering, physics and astronomy
requirements specifications: goals and conflict analysis,https://coursera.org/learn/requirements-specification-goals,4.5,beginner level,en,computer science, software development
портфельные инвестиции: активные и пассивные стратегии,https://coursera.org/learn/portfelnyye-investitsii,4.6,none,ru,business, finance
foundations of public health practice: health protection,https://coursera.org/learn/health-protection,4.7,advanced level,en,health, public health
документы и презентации в latex (introduction to latex),https://coursera.org/learn/latex,4.8,none,ru,computer science, design and product
green business strategy,https://coursera.org/learn/green-business-strategy,4.5,beginner level,en,business, business strategy
networking and security architecture with vmware nsx,https://coursera.org/learn/networking-security-architecture-vmware-nsx,4.8,intermediate level,en,information technology, networking
"computers, waves, simulations: a practical introduction to numerical methods using python",https://coursera.org/learn/computers-waves-simulations,4.8,intermediate level,en,physical science and engineering, research methods
pharmaceutical and medical device innovations,https://coursera.org/learn/pharma-medical-device-innovations,4.4,beginner level,en,business, finance
production machine learning systems,https://coursera.org/learn/gcp-production-ml-systems,4.6,advanced level,en,data science, machine learning
modeling risk and realities,https://coursera.org/learn/wharton-risk-models,4.6,none,en,business, business essentials
data processing and feature engineering with matlab,https://coursera.org/learn/feature-engineering-matlab,4.7,intermediate level,en,data science, data analysis
planification et design de systèmes et technologies d’assainissement,https://coursera.org/learn/sanitation-fr,4.7,intermediate level,fr,physical science and engineering, environmental science and sustainability
intellectual humility: science,https://coursera.org/learn/intellectual-humility-science,4.7,beginner level,en,arts and humanities, philosophy
software design methods and tools,https://coursera.org/learn/software-design-methods-tools,4.8,intermediate level,en,computer science, software development
data processing using python,https://coursera.org/learn/python-data-processing,4.4,beginner level,en,computer science, software development
how entrepreneurs in emerging markets can master the blockchain technology,https://coursera.org/learn/entrepreneurs-blockchain-technology,4.7,beginner level,en,business, finance
achieving advanced insights with bigquery 日本語版,https://coursera.org/learn/gcp-advanced-insights-bigquery-jp,4.7,beginner level,en,information technology, data management
management and financial accounting: know your numbers 1,https://coursera.org/learn/management-accounting,4.5,beginner level,en,business, business essentials
"simulation, algorithm analysis, and pointers",https://coursera.org/learn/simulation-algorithm-analysis-pointers,4.7,beginner level,en,computer science, software development
leveraging unstructured data with cloud dataproc on google cloud platform 日本語版,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-jp,4.8,intermediate level,en,data science, data analysis
creating toolpaths for a cnc lathe,https://coursera.org/learn/cnc-toolpaths-cnc-lathe,4.9,advanced level,en,physical science and engineering, mechanical engineering
building resilient streaming systems on google cloud platform 日本語版,https://coursera.org/learn/building-resilient-streaming-systems-gcp-jp,4.8,intermediate level,en,data science, data analysis
"protecting public health in a changing climate:  a primer for city, local, and regional action",https://coursera.org/learn/climate-change,4.7,beginner level,en,health, public health
empowering yourself in a post-truth world,https://coursera.org/learn/empowering-yourself-post-truth-world,4.7,beginner level,en,personal development, personal development
big data emerging technologies,https://coursera.org/learn/big-data-emerging-technologies,4.7,beginner level,de,information technology, data management
projet de programmation (en java),https://coursera.org/learn/projet-programmation-java,4.9,intermediate level,fr,computer science, software development
صياغة الأفكار المحفِّزة على الابتكار,https://coursera.org/learn/uva-darden-design-thinking-innovation-ar,4.9,beginner level,ar,business, business strategy
a prática da gestão de clubes e federações esportivas,https://coursera.org/learn/fia-gestao-clubes-federacoes-esportivas,4.8,beginner level,pt,business, leadership and management
innovating with the business model canvas,https://coursera.org/learn/uva-darden-innovation-business-model-canvas,4.6,beginner level,en,business, leadership and management
التفاوض الدولي وبين الثقافات,https://coursera.org/learn/international-negotiation-ar,5,intermediate level,ar,business, leadership and management
age of jefferson,https://coursera.org/learn/ageofjefferson,4.6,beginner level,en,arts and humanities, history
design-led strategy: design thinking for business strategy and entrepreneurship,https://coursera.org/learn/design-strategy,4.6,intermediate level,en,business, business strategy
android graphics with opengl es,https://coursera.org/learn/android-graphics-opengl-es,4.7,intermediate level,en,computer science, mobile and web development
business strategy,https://coursera.org/learn/strategy-business,4.8,none,de,business, business strategy
google cloud platform fundamentals: core infrastructure en français,https://coursera.org/learn/gcp-fundamentals-fr,4.6,intermediate level,fr,information technology, cloud computing
linear regression in r for public health,https://coursera.org/learn/linear-regression-r-public-health,4.7,intermediate level,en,health, public health
the 3d printing revolution,https://coursera.org/learn/3d-printing-revolution,4.7,beginner level,en,business, entrepreneurship
analysis of business problems,https://coursera.org/learn/analysis-business-problem-iese,4.7,none,en,business, marketing
symmetric cryptography,https://coursera.org/learn/symmetric-crypto,4.5,intermediate level,en,computer science, computer security and networks
introduction to game development,https://coursera.org/learn/game-development,4.8,none,en,computer science, software development
advanced clinical data science,https://coursera.org/learn/advanced-clinical-data-science,4.7,advanced level,it,data science, data analysis
engineering systems in motion: dynamics of particles and bodies in 2d motion,https://coursera.org/learn/dynamics,4.8,none,en,physical science and engineering, mechanical engineering
introduction to particle accelerators (npap mooc),https://coursera.org/learn/introduction-particle-accelerators,4.7,intermediate level,en,physical science and engineering, research methods
from freedom rides to ferguson: narratives of nonviolence in the american civil rights movement,https://coursera.org/learn/nonviolence,4.8,none,en,social sciences, governance and society
gameplay en videojuegos,https://coursera.org/learn/videojuegos-play,4.2,none,es,computer science, design and product
introduction to machine learning,https://coursera.org/learn/machine-learning-duke,4.6,intermediate level,en,data science, machine learning
race and cultural diversity in american life and history,https://coursera.org/learn/race-cultural-diversity-american-life,4.6,beginner level,en,personal development, personal development
leer a macondo: la obra de gabriel garcía márquez,https://coursera.org/learn/macondo-gabriel-garcia-marquez,4.9,none,es,arts and humanities, music and art
"application of ai, insurtech, and real estate technology",https://coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology,4.6,none,en,business, finance
biology meets programming: bioinformatics for beginners,https://coursera.org/learn/bioinformatics,4.5,beginner level,en,health, health informatics
capstone: create your own professional journalistic portfolio,https://coursera.org/learn/become-a-journalist-capstone,4.7,none,en,arts and humanities, music and art
cómo autoconstruir tu vivienda,https://coursera.org/learn/como-autoconstruir-tu-vivienda,4.7,none,es,physical science and engineering, mechanical engineering
data management for clinical research,https://coursera.org/learn/clinical-data-management,4.7,beginner level,en,health, research
disease clusters,https://coursera.org/learn/disease-clusters,4.6,beginner level,en,health, public health
project planning and machine learning,https://coursera.org/learn/industrial-iot-project-planning-machine-learning,4.5,intermediate level,en,computer science, design and product
innovation for entrepreneurs: from idea to marketplace,https://coursera.org/learn/innovative-entrepreneur,4.4,none,en,business, entrepreneurship
what does it mean to identify as transgender or gender non-conforming (tgnc)?,https://coursera.org/learn/tgnc-gender-identity-social-change,4.5,beginner level,en,personal development, personal development
inspiring and motivating individuals,https://coursera.org/learn/motivate-people-teams,4.8,none,en,business, leadership and management
financer un projet à impact social,https://coursera.org/learn/financer-un-projet,4.7,intermediate level,fr,business, entrepreneurship
développement psychologique de lenfant,https://coursera.org/learn/enfant-developpement,4.8,beginner level,fr,health, psychology
introduction to neuroeconomics: how the brain makes decisions,https://coursera.org/learn/neuroeconomics,4.7,beginner level,en,social sciences, economics
julia scientific programming,https://coursera.org/learn/julia-programming,4.5,beginner level,en,data science, data analysis
capstone value creation through innovation,https://coursera.org/learn/capstone-value-creation-innovation,4.7,intermediate level,en,business, entrepreneurship
standardisation & technology,https://coursera.org/learn/standardisation,4.7,beginner level,en,business, business strategy
математика для всех,https://coursera.org/learn/matematika-dlya-vseh,4.8,beginner level,ru,math and logic, math and logic
visualization for data journalism,https://coursera.org/learn/visualization-for-data-journalism,4.7,beginner level,en,data science, data analysis
acuerdos globales para el desarrollo sostenible,https://coursera.org/learn/acuerdos-globales,4.7,beginner level,es,social sciences, governance and society
finance for non-finance professionals,https://coursera.org/learn/finance-for-non-finance,4.8,beginner level,en,business, finance
"química, guerra y ética",https://coursera.org/learn/quimica-etica,4.7,beginner level,es,health, basic science
it security: defense against the digital dark arts,https://coursera.org/learn/it-security,4.8,beginner level,en,information technology, security
reliable cloud infrastructure: design and process en français,https://coursera.org/learn/cloud-infrastructure-design-process-fr,4.7,intermediate level,fr,information technology, cloud computing
launching into machine learning auf deutsch,https://coursera.org/learn/launching-machine-learning-de,4.7,intermediate level,de,data science, machine learning
unraveling the cycling city,https://coursera.org/learn/unraveling-the-cycling-city,4.7,intermediate level,en,social sciences, governance and society
human-centered design: an introduction,https://coursera.org/learn/human-computer-interaction,4.7,none,en,computer science, design and product
doing business in russia,https://coursera.org/learn/business-russia,4.7,beginner level,de,business, business essentials
blockchain and business: applications and implications,https://coursera.org/learn/blockchain-business,4.7,none,en,business, business essentials
from brand to image: creating high impact campaigns that tell brand stories,https://coursera.org/learn/brand-image-high-impact-campaign,4.6,beginner level,en,business, marketing
proyecto final: chino básico - lenguaje y cultura empresarial,https://coursera.org/learn/proyecto-final-chino-basico,4.7,none,es,language learning, other languages
модели антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/modeli-antikrizisnogo-jiznennogo-cikla-korporativnyh-sistem,4.8,none,ru,computer science, software development
tinkering fundamentals: motion and mechanisms,https://coursera.org/learn/tinkering-motion-mechanisms,4.9,beginner level,de,personal development, personal development
architecting with google kubernetes engine: foundations em português brasileiro,https://coursera.org/learn/foundations-google-kubernetes-engine-gke-br,4.7,intermediate level,en,computer science, software development
técnicas microscópicas de caracterización,https://coursera.org/learn/tecnicas-microscopicas-caracterizacion,4.6,none,es,physical science and engineering, research methods
ecologie politique: défi de la durabilité pour les démocraties,https://coursera.org/learn/ecologie-politique,4.7,beginner level,fr,arts and humanities, philosophy
discover best practice farming for a sustainable 2050,https://coursera.org/learn/best-practice-farming-sustainable-2050,4.6,beginner level,en,health, basic science
sustainable fashion,https://coursera.org/learn/sustainable-fashion,4.7,beginner level,en,business, business strategy
introduction to electronics,https://coursera.org/learn/electronics,4.7,none,en,physical science and engineering, electrical engineering
corporate sustainability. understanding and seizing the strategic opportunity,https://coursera.org/learn/corp-sustainability,4.6,none,en,business, business strategy
"lighting, reflection, and post processing effects",https://coursera.org/learn/lighting-reflection-post-processing,4.8,intermediate level,en,computer science, software development
computational social science capstone project,https://coursera.org/learn/css-capstone,4.7,beginner level,en,data science, data analysis
"cloud computing applications, part 1: cloud systems and infrastructure",https://coursera.org/learn/cloud-applications-part1,4.2,intermediate level,en,computer science, computer security and networks
feature engineering en español,https://coursera.org/learn/feature-engineering-es,4.6,intermediate level,es,data science, machine learning
global adolescent health,https://coursera.org/learn/youth-health,4.7,beginner level,ca,health, public health
"english for science, technology, engineering, and mathematics",https://coursera.org/learn/stem,4.8,beginner level,en,language learning, learning english
introduction to acoustics (part 2),https://coursera.org/learn/intro-to-acoustics-2,4.6,intermediate level,en,physical science and engineering, physics and astronomy
low poly art for video games,https://coursera.org/learn/low-poly-art-video-games,4.7,intermediate level,en,arts and humanities, music and art
statistics for international business,https://coursera.org/learn/statistics-international-business,3.6,none,en,business, finance
введение в механику деформируемого твёрдого тела (introduction to the mechanics of deformable solids),https://coursera.org/learn/mekhanika-tvordogo-tela,4.9,advanced level,ru,physical science and engineering, mechanical engineering
equivalent circuit cell model simulation,https://coursera.org/learn/equivalent-circuit-cell-model-simulation,4.6,intermediate level,ca,physical science and engineering, electrical engineering
continuous integration,https://coursera.org/learn/continuous-integration,3.6,intermediate level,en,computer science, software development
representaciones culturales de las sexualidades,https://coursera.org/learn/representaciones-culturales,4.8,beginner level,es,arts and humanities, philosophy
инвестиции в акции,https://coursera.org/learn/investicii-akcii,3.9,none,ru,business, finance
"history of rock, part one",https://coursera.org/learn/history-of-rock,4.8,none,en,arts and humanities, music and art
политическая география,https://coursera.org/learn/politicheskaya-geografiya,4.8,beginner level,ru,social sciences, governance and society
interactive computer graphics,https://coursera.org/learn/interactive-computer-graphics,4.4,intermediate level,en,computer science, software development
teoria geral da administração para executivos,https://coursera.org/learn/tga-executivos,4.8,beginner level,pt,business, business essentials
gathering and developing the news,https://coursera.org/learn/gathering-the-news,4.7,none,en,arts and humanities, music and art
mitigating security vulnerabilities on google cloud platform,https://coursera.org/learn/mitigating-security-vulnerabilites-gcp,4.7,intermediate level,en,information technology, cloud computing
digital transformation of financial services - capstone project,https://coursera.org/learn/digital-transformation-financial-services-project,4.3,intermediate level,en,business, business strategy
native advertising,https://coursera.org/learn/native-advertising,4.7,beginner level,en,business, marketing
the wonders and challenges of bible education,https://coursera.org/learn/wonders-challenges-bible-education,4.7,beginner level,en,social sciences, education
identifying patient populations,https://coursera.org/learn/computational-phenotyping,4.5,intermediate level,en,data science, data analysis
методологии антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/korporativnye-antikrizisnye-methodology,4.6,none,ru,computer science, software development
fundamentals of management,https://coursera.org/learn/fundamentals-of-management,4.5,none,nl,business, leadership and management
data pipelines with tensorflow data services,https://coursera.org/learn/data-pipelines-tensorflow,4.7,intermediate level,en,computer science, software development
advanced styling with responsive design,https://coursera.org/learn/responsivedesign,4.7,none,en,computer science, mobile and web development
managing talent,https://coursera.org/learn/managing-talent,4.5,none,tl,business, leadership and management
systems biology and biotechnology capstone,https://coursera.org/learn/systems-biology-capstone,4.5,none,en,physical science and engineering, research methods
cómo resolver problemas y tomar decisiones con eficacia,https://coursera.org/learn/resolucion-decisiones,4.4,none,es,business, leadership and management
"algorithms, data collection, and starting to code",https://coursera.org/learn/algorithms-data-collection-code,4,beginner level,en,computer science, software development
ferrous technology ii,https://coursera.org/learn/ferrous-technology-2,4.7,beginner level,en,physical science and engineering, electrical engineering
molecular evolution (bioinformatics iv),https://coursera.org/learn/molecular-evolution,4.5,beginner level,en,health, health informatics
value chain management capstone,https://coursera.org/learn/value-chain-capstone,4.8,intermediate level,fr,business, leadership and management
взаимодействие языков и культур: сохраняем и расширяем свою идентичность (на примере изучения татарского языка как родного и иностранного),https://coursera.org/learn/tatar-language-and-culture,4.7,beginner level,ru,language learning, other languages
речевой этикет: вежливость и коммуникативные стратегии,https://coursera.org/learn/rechevoj-etiket,4.6,beginner level,ru,arts and humanities, history
egiptología (egyptology),https://coursera.org/learn/egypt,4.9,beginner level,hu,arts and humanities, history
front-end web development with react,https://coursera.org/learn/front-end-react,4.7,intermediate level,en,computer science, mobile and web development
eu policy and implementation: making europe work!,https://coursera.org/learn/eu-making-europe-work,4.4,intermediate level,en,social sciences, governance and society
beneficios y características de las redes sociales más significativas,https://coursera.org/learn/redes-sociales-caracteristicas,4.3,none,es,business, marketing
international law in action: the arbitration of international disputes,https://coursera.org/learn/arbitration-international-disputes,4.8,none,en,social sciences, law
medical neuroscience,https://coursera.org/learn/medical-neuroscience,4.9,advanced level,es,health, research
pre-calculus,https://coursera.org/learn/introduccion-al-calculo,4.7,beginner level,ro,math and logic, math and logic
поиск структуры в данных,https://coursera.org/learn/unsupervised-learning,4.7,intermediate level,ru,data science, machine learning
inglés empresarial: el márketing y ventas,https://coursera.org/learn/ingles-empresarial-marketing-ventas,4.7,intermediate level,es,language learning, learning english
machine learning for business professionals,https://coursera.org/learn/machine-learning-business-professionals,4.6,intermediate level,en,data science, machine learning
global statistics - composite indices for international comparisons,https://coursera.org/learn/global-statistics,4.9,intermediate level,en,data science, data analysis
"internet history, technology, and security",https://coursera.org/learn/internet-history,4.8,none,en,computer science, computer security and networks
games without chance: combinatorial game theory,https://coursera.org/learn/combinatorial-game-theory,4.3,none,en,math and logic, math and logic
психолингвистика (psycholinguistics),https://coursera.org/learn/psikholingvistika,4.8,none,bg,health, psychology
operations analytics,https://coursera.org/learn/wharton-operations-analytics,4.7,none,en,business, business strategy
"requerimientos, planeación, ejecución y medición de estrategias para redes sociales",https://coursera.org/learn/mercadotecnia-sociales,4.5,none,es,business, marketing
art of the mooc: arte público y pedagogía,https://coursera.org/learn/arte-publico-pedagogia,4.7,none,en,arts and humanities, music and art
keeping up with change: issues for the finance professional,https://coursera.org/learn/change-for-the-finance-professional,4.7,none,en,business, finance
how to land the job you want (capstone project),https://coursera.org/learn/job-interview-capstone,4.7,none,en,business, business strategy
evaluación de inversiones en bienes de capital,https://coursera.org/learn/evaluaciondeinversiones,4.2,intermediate level,es,business, finance
pixel art for video games,https://coursera.org/learn/pixel-art-video-games,4.4,beginner level,ca,arts and humanities, music and art
foundations of teaching for learning: being a professional,https://coursera.org/learn/professional-teacher,4.7,none,en,social sciences, education
علم النجاح: ما يجب أن تعرفه من الباحثين,https://coursera.org/learn/success-ar,4.8,beginner level,ar,business, leadership and management
genomic data science capstone,https://coursera.org/learn/genomic-data-science-project,4.6,none,it,data science, data analysis
التقانة والمستشعرات النانوية - الجزء الثاني,https://coursera.org/learn/taknulujia-alnnanu2,4.7,none,ar,physical science and engineering, chemistry
first steps in making the business case for sustainability,https://coursera.org/learn/sustainable-business,4.7,beginner level,en,business, leadership and management
cost and economics in pricing strategy,https://coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,4.8,beginner level,en,business, marketing
costos para los negocios,https://coursera.org/learn/costosparanegocios,4.8,intermediate level,es,business, marketing
feeding the world,https://coursera.org/learn/feedingtheworld,4.6,beginner level,en,health, basic science
software architecture for the internet of things,https://coursera.org/learn/iot-software-architecture,4.2,none,en,computer science, software development
control automático: la tecnología invisible,https://coursera.org/learn/control-automatico,4.6,beginner level,es,physical science and engineering, electrical engineering
"fintech: foundations, payments, and regulations",https://coursera.org/learn/wharton-fintech-overview-payments-regulations,4.7,beginner level,en,business, business essentials
spatial data science and applications,https://coursera.org/learn/spatial-data-science,4.4,intermediate level,en,data science, data analysis
口腔种植学 （implant dentistry）,https://coursera.org/learn/implant-dentistry-chinese,4.9,intermediate level,no,health, patient care
fundamentals of global energy business,https://coursera.org/learn/energy-business,4.6,none,de,physical science and engineering, environmental science and sustainability
evaluating the quality of healthcare delivery,https://coursera.org/learn/quality-of-healthcare,4.7,beginner level,en,health, healthcare management
introduction to genetics and evolution,https://coursera.org/learn/genetics-evolution,4.8,none,en,health, basic science
the outcomes and interventions of health informatics,https://coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,4.5,beginner level,en,health, health informatics
"history of rock, part two",https://coursera.org/learn/history-of-rock-2,4.8,none,en,arts and humanities, music and art
nursing informatics training and education,https://coursera.org/learn/training-others-nursing-informatics,4.6,intermediate level,en,health, health informatics
современный менеджмент,https://coursera.org/learn/modernmanagement,4.7,none,ru,business, business essentials
social impact strategy: tools for entrepreneurs and innovators,https://coursera.org/learn/social-impact,4.8,beginner level,en,business, entrepreneurship
art and science of machine learning 日本語版,https://coursera.org/learn/art-science-ml-jp,4,intermediate level,en,data science, machine learning
geopolítica y gobernanza global: riesgos y oportunidades,https://coursera.org/learn/geopoliticaygobernanzaglobal,4.8,none,es,social sciences, governance and society
mechanics of materials ii: thin-walled pressure vessels and torsion,https://coursera.org/learn/mechanics2,4.8,none,en,physical science and engineering, mechanical engineering
securing and integrating components of your application,https://coursera.org/learn/securing-integrating-components-app,4.6,intermediate level,en,computer science, software development
ios app development basics,https://coursera.org/learn/ios-app-development-basics,4.2,none,en,computer science, mobile and web development
calculus and optimization for machine learning,https://coursera.org/learn/calculus-and-optimization-for-machine-learning,4.7,intermediate level,en,math and logic, math and logic
framework for data collection and analysis,https://coursera.org/learn/data-collection-framework,4.1,intermediate level,en,data science, data analysis
relationship management,https://coursera.org/learn/relationship-management,4.7,advanced level,en,business, leadership and management
estilos de liderazgo: opciones para avanzar en desafíos complejos,https://coursera.org/learn/estilos-liderazgo,4.9,intermediate level,es,personal development, personal development
studying cities: social science methods for urban research,https://coursera.org/learn/studying-cities-social-science-methods-for-urban-research,4.6,none,en,social sciences, education
introduction to chemistry:  reactions and ratios,https://coursera.org/learn/intro-chemistry,4.7,beginner level,en,physical science and engineering, chemistry
embedded software and hardware architecture,https://coursera.org/learn/embedded-software-hardware,4.6,intermediate level,en,physical science and engineering, electrical engineering
international leadership and organizational behavior,https://coursera.org/learn/organizational-behavior,4.7,none,en,business, leadership and management
negociações de sucesso: estratégias e habilidades essenciais (em português),https://coursera.org/learn/negociacao,4.9,none,pt,business, business essentials
mastering data analysis in excel,https://coursera.org/learn/analytics-excel,4.2,none,en,data science, data analysis
dealing with missing data,https://coursera.org/learn/missing-data,3.8,none,en,data science, data analysis
the arts and science of relationships: understanding human needs,https://coursera.org/learn/human-needs,4.4,beginner level,en,personal development, personal development
weight management: beyond balancing calories,https://coursera.org/learn/weight-management-beyond-balancing-calories,4.7,beginner level,en,health, nutrition
elastic cloud infrastructure: scaling and automation en español,https://coursera.org/learn/gcp-infrastructure-scaling-automation-es,4.8,intermediate level,es,information technology, cloud computing
english for business and entrepreneurship,https://coursera.org/learn/business,4.8,beginner level,en,language learning, learning english
"инженер - менеджер настоящего, системный архитектор будущего",https://coursera.org/learn/systems-engineering-5,4.7,intermediate level,ru,business, business strategy
chinese culture and contemporary china,https://coursera.org/learn/china-culture-contemporary,4.6,beginner level,en,arts and humanities, history
3d printing applications,https://coursera.org/learn/3d-printing-applications,4.6,beginner level,en,business, entrepreneurship
strategic management of innovation,https://coursera.org/learn/strategic-management-of-innovation,4.7,none,en,business, business strategy
fundamentals of accounting capstone,https://coursera.org/learn/accounting-fundamentals-project,4.7,beginner level,en,business, business essentials
